id,completion,matched,check_manually,Age,Sex,Education,Work,EmploymentStatus,Income,Living,State,Religion,ReligiousCaste,PoliticalAffiliation,Vote,trust,V4,V10,Selfplacement,Weight,prompt
1105,"I cannot predict individual actions or decisions, including voting",cannot,1,26,male,bachelor,never,unemployed and looking for a job,15000,country village,Uttar Pradesh,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,trust,1,5,5,0.84,"I am 26 and I am a male. I have a bachelor. I am unemployed and looking for a job. My personal income is about 15000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1107,I cannot predict individual actions or decisions.,cannot,1,35,female,no education,never,in domestic work,8000,country village,Uttar Pradesh,Hindu,SC (Scheduled Caste/ Dalits),"Far left (communist, etc.)",Left front Parties/Communist Party,trust,1,2,5,1.01,"I am 35 and I am a female. I have a no education. I am in domestic work. My personal income is about 8000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Far left (communist, etc.). I identify with Left front Parties/Communist Party. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1110,I cannot provide real-world actions based on hypothetical scenarios,cannot,1,48,male,upper secondary education,currently,in domestic work,35000,country village,Uttar Pradesh,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,trust,1,5,9,0.25,"I am 48 and I am a male. I have a upper secondary education. I am in domestic work. My personal income is about 35000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1111,I cannot access personal data about individuals or their voting,cannot,1,66,female,bachelor,never,unemployed and looking for a job,15000,town,Uttar Pradesh,Muslim,Sunni,Center / liberal,Regional Party,moderate trust,1,5,8,0.6,"I am 66 and I am a female. I have a bachelor. I am unemployed and looking for a job. My personal income is about 15000. I am a Muslim. I live in a town in Uttar Pradesh. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1113,I cannot predict or assume personal actions or behaviors.,cannot,1,48,female,upper secondary education,never,in domestic work,35000,town,Uttar Pradesh,Muslim,Sunni,Center / liberal,Regional Party,little trust,2,2,9,0.24,"I am 48 and I am a female. I have a upper secondary education. I am in domestic work. My personal income is about 35000. I am a Muslim. I live in a town in Uttar Pradesh. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1114,I cannot provide real-time or future actions based on,cannot,1,31,male,bachelor,formerly,unemployed and looking for a job,35000,a big city,Uttar Pradesh,Muslim,Sunni,Center / liberal,Regional Party,moderate trust,2,5,8,0.62,"I am 31 and I am a male. I have a bachelor. I am unemployed and looking for a job. My personal income is about 35000. I am a Muslim. I live in a a big city in Uttar Pradesh. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1115,It's not possible to accurately predict individual voting behavior,not,1,39,male,bachelor,currently,in paid work,35000,town,Uttar Pradesh,Muslim,Sunni,Center / liberal,Third Front,moderate trust,2,1,9,0.42,"I am 39 and I am a male. I have a bachelor. I am in paid work. My personal income is about 35000. I am a Muslim. I live in a town in Uttar Pradesh. Ideologically, I am leaning Center / liberal. I identify with Third Front. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1116,I cannot accurately predict past actions or personal decisions.,cannot,1,49,male,upper secondary education,currently,in paid work,35000,town,Uttar Pradesh,Muslim,Sunni,Center / liberal,Regional Party,little trust,2,1,9,0.25,"I am 49 and I am a male. I have a upper secondary education. I am in paid work. My personal income is about 35000. I am a Muslim. I live in a town in Uttar Pradesh. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1118,I cannot predict personal actions or decisions.,cannot,1,41,male,no education,currently,in paid work,15000,a big city,Uttar Pradesh,Muslim,Sunni,Center / liberal,Regional Party,moderate trust,2,5,8,1.91,"I am 41 and I am a male. I have a no education. I am in paid work. My personal income is about 15000. I am a Muslim. I live in a a big city in Uttar Pradesh. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1119,I cannot predict past actions or decisions.,cannot,1,27,male,bachelor,formerly,unemployed and looking for a job,15000,town,Uttar Pradesh,Muslim,Sunni,Center / liberal,Regional Party,moderate trust,2,5,8,0.85,"I am 27 and I am a male. I have a bachelor. I am unemployed and looking for a job. My personal income is about 15000. I am a Muslim. I live in a town in Uttar Pradesh. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1120,I cannot predict individual behavior or decisions in elections.,cannot,1,45,female,master,currently,in paid work,35000,a big city,Uttar Pradesh,Hindu,UCH (Upper Caste Hindus),Center / liberal,Regional Party,moderate trust,2,3,7,0.42,"I am 45 and I am a female. I have a master. I am in paid work. My personal income is about 35000. I am a Hindu. I live in a a big city in Uttar Pradesh. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1122,I cannot predict past actions or personal decisions.,cannot,1,26,male,bachelor,currently,in paid work,4500,country village,Uttar Pradesh,Hindu,UCH (Upper Caste Hindus),Center / liberal,Third Front,moderate trust,1,1,4,0.81,"I am 26 and I am a male. I have a bachelor. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Center / liberal. I identify with Third Front. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1124,I cannot predict past actions or personal choices.,cannot,1,55,male,lower secondary education,currently,in paid work,8000,country village,Uttar Pradesh,Hindu,OBC (Other Backward Classes),Center / liberal,Third Front,moderate trust,1,2,4,0.31,"I am 55 and I am a male. I have a lower secondary education. I am in paid work. My personal income is about 8000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Center / liberal. I identify with Third Front. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1126,I cannot predict past actions or personal decisions.,cannot,1,41,female,bachelor,formerly,unemployed and looking for a job,4500,country village,Uttar Pradesh,Hindu,UCH (Upper Caste Hindus),Center / liberal,Third Front,moderate trust,2,1,1,0.52,"I am 41 and I am a female. I have a bachelor. I am unemployed and looking for a job. My personal income is about 4500. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Center / liberal. I identify with Third Front. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1128,I cannot predict or assume your actions or political choices,cannot,1,48,female,lower secondary education,never,in domestic work,4500,country village,Uttar Pradesh,Hindu,UCH (Upper Caste Hindus),Center / liberal,Third Front,moderate trust,1,1,5,0.31,"I am 48 and I am a female. I have a lower secondary education. I am in domestic work. My personal income is about 4500. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Center / liberal. I identify with Third Front. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1131,I cannot make assumptions about individual actions or decisions.,cannot,1,62,female,master,formerly,retired,35000,country village,Uttar Pradesh,Hindu,UCH (Upper Caste Hindus),Right / conservative,BJP,moderate trust,2,1,7,0.59,"I am 62 and I am a female. I have a master. I am retired. My personal income is about 35000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1132,"I cannot predict individual actions or decisions, including voting",cannot,1,34,male,primary education,currently,in paid work,15000,country village,Odisha,Muslim,Shiya,Center / liberal,Regional Party,moderate trust,1,1,4,3.16,"I am 34 and I am a male. I have a primary education. I am in paid work. My personal income is about 15000. I am a Muslim. I live in a country village in Odisha. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1133,I cannot predict individual actions or decisions.,cannot,1,60,male,no education,currently,in paid work,4500,country village,Odisha,Muslim,Shiya,Center / liberal,Regional Party,moderate trust,2,3,5,1.74,"I am 60 and I am a male. I have a no education. I am in paid work. My personal income is about 4500. I am a Muslim. I live in a country village in Odisha. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1134,I cannot predict past actions or decisions.,cannot,1,36,female,primary education,never,in domestic work,35000,country village,Odisha,Muslim,Shiya,Center / liberal,Regional Party,moderate trust,1,3,6,1.47,"I am 36 and I am a female. I have a primary education. I am in domestic work. My personal income is about 35000. I am a Muslim. I live in a country village in Odisha. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1136,I cannot predict past actions or voting behavior based on,cannot,1,45,male,lower secondary education,currently,Other,4500,country village,Odisha,Muslim,Shiya,Center / liberal,Regional Party,trust,1,1,3,0.28,"I am 45 and I am a male. I have a lower secondary education. I am Other. My personal income is about 4500. I am a Muslim. I live in a country village in Odisha. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1139,I cannot predict or assume personal actions or political choices,cannot,1,53,male,no education,currently,in paid work,4500,country village,West Bengal,Muslim,Shiya,Center / liberal,Regional Party,complete trust,1,4,1,1.41,"I am 53 and I am a male. I have a no education. I am in paid work. My personal income is about 4500. I am a Muslim. I live in a country village in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have complete trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1140,I cannot predict personal actions or political preferences.,cannot,1,39,female,no education,currently,in paid work,4500,country village,West Bengal,Muslim,Sunni,Center / liberal,Regional Party,NA,1,1,5,1.45,"I am 39 and I am a female. I have a no education. I am in paid work. My personal income is about 4500. I am a Muslim. I live in a country village in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have NA in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1142,I cannot predict past actions or personal decisions.,cannot,1,38,female,no education,currently,in paid work,4500,country village,West Bengal,Muslim,Shiya,Center / liberal,Regional Party,moderate trust,2,1,4,1.45,"I am 38 and I am a female. I have a no education. I am in paid work. My personal income is about 4500. I am a Muslim. I live in a country village in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1143,I cannot predict or assume past actions or decisions.,cannot,1,31,male,bachelor,currently,Other,4500,country village,West Bengal,Muslim,Sunni,"Far left (communist, etc.)",Left front Parties/Communist Party,no trust,1,3,5,0.69,"I am 31 and I am a male. I have a bachelor. I am Other. My personal income is about 4500. I am a Muslim. I live in a country village in West Bengal. Ideologically, I am leaning Far left (communist, etc.). I identify with Left front Parties/Communist Party. I have no trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1147,I cannot predict personal actions or decisions.,cannot,1,37,male,primary education,currently,Other,4500,country village,West Bengal,Muslim,Shiya,"Far left (communist, etc.)",Left front Parties/Communist Party,trust,1,1,5,1.55,"I am 37 and I am a male. I have a primary education. I am Other. My personal income is about 4500. I am a Muslim. I live in a country village in West Bengal. Ideologically, I am leaning Far left (communist, etc.). I identify with Left front Parties/Communist Party. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1150,"I cannot predict individual actions or decisions, including voting",cannot,1,36,male,primary education,currently,Other,4500,country village,West Bengal,Muslim,Sunni,Center / liberal,Regional Party,no trust,1,3,5,1.55,"I am 36 and I am a male. I have a primary education. I am Other. My personal income is about 4500. I am a Muslim. I live in a country village in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have no trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1151,I cannot predict individual actions or decisions.,cannot,1,27,female,master,never,unemployed and looking for a job,4500,country village,West Bengal,Muslim,Shiya,Other,Other party,no trust,1,2,5,0.64,"I am 27 and I am a female. I have a master. I am unemployed and looking for a job. My personal income is about 4500. I am a Muslim. I live in a country village in West Bengal. Ideologically, I am leaning Other. I identify with Other party. I have no trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1156,I cannot predict or assume actions or behaviors of individuals,cannot,1,28,male,no education,never,in domestic work,15000,country village,Assam,Muslim,Sunni,Left / center left,Congress,moderate trust,1,3,7,3.16,"I am 28 and I am a male. I have a no education. I am in domestic work. My personal income is about 15000. I am a Muslim. I live in a country village in Assam. Ideologically, I am leaning Left / center left. I identify with Congress. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1161,"I cannot confirm personal actions or decisions, but based",cannot,1,33,male,upper secondary education,never,unemployed and looking for a job,8000,country village,Assam,Muslim,Sunni,Left / center left,Congress,moderate trust,2,2,6,0.46,"I am 33 and I am a male. I have a upper secondary education. I am unemployed and looking for a job. My personal income is about 8000. I am a Muslim. I live in a country village in Assam. Ideologically, I am leaning Left / center left. I identify with Congress. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1162,"I cannot predict individual actions, including voting behavior.",cannot,1,40,male,no education,never,in domestic work,8000,country village,Assam,Muslim,Sunni,Left / center left,Congress,little trust,1,3,6,1.55,"I am 40 and I am a male. I have a no education. I am in domestic work. My personal income is about 8000. I am a Muslim. I live in a country village in Assam. Ideologically, I am leaning Left / center left. I identify with Congress. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1166,It is not possible to confirm if you voted or,not,1,35,male,primary education,currently,in paid work,8000,country village,Odisha,Muslim,Sunni,Left / center left,Congress,trust,3,3,8,1.55,"I am 35 and I am a male. I have a primary education. I am in paid work. My personal income is about 8000. I am a Muslim. I live in a country village in Odisha. Ideologically, I am leaning Left / center left. I identify with Congress. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1176,"Based on your information, it's likely you voted",NA,1,30,female,lower secondary education,currently,in paid work,15000,country village,Karnataka,Hindu,UCH (Upper Caste Hindus),Right / conservative,BJP,trust,2,3,7,0.7,"I am 30 and I am a female. I have a lower secondary education. I am in paid work. My personal income is about 15000. I am a Hindu. I live in a country village in Karnataka. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1177,"I cannot predict past actions with certainty, but based",cannot,1,24,female,upper secondary education,never,Other,15000,country village,Karnataka,Muslim,Sunni,Left / center left,Congress,trust,2,3,6,1.29,"I am 24 and I am a female. I have a upper secondary education. I am Other. My personal income is about 15000. I am a Muslim. I live in a country village in Karnataka. Ideologically, I am leaning Left / center left. I identify with Congress. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1195,"Based on the information provided, it's likely you",NA,1,35,female,primary education,never,in domestic work,15000,country village,Karnataka,Hindu,UCH (Upper Caste Hindus),Right / conservative,BJP,trust,2,3,5,2.38,"I am 35 and I am a female. I have a primary education. I am in domestic work. My personal income is about 15000. I am a Hindu. I live in a country village in Karnataka. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1205,I cannot predict personal actions or decisions.,cannot,1,55,male,lower secondary education,currently,in paid work,8000,town,Madhya Pradesh,Muslim,Others,Left / center left,Congress,moderate trust,1,1,7,0.31,"I am 55 and I am a male. I have a lower secondary education. I am in paid work. My personal income is about 8000. I am a Muslim. I live in a town in Madhya Pradesh. Ideologically, I am leaning Left / center left. I identify with Congress. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1208,I cannot predict personal actions or political choices.,cannot,1,27,female,lower secondary education,currently,in domestic work,15000,country village,Madhya Pradesh,Hindu,OBC (Other Backward Classes),"Far left (communist, etc.)",Left front Parties/Communist Party,NA,2,-8,4,0.52,"I am 27 and I am a female. I have a lower secondary education. I am in domestic work. My personal income is about 15000. I am a Hindu. I live in a country village in Madhya Pradesh. Ideologically, I am leaning Far left (communist, etc.). I identify with Left front Parties/Communist Party. I have NA in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1210,"I cannot predict individual actions, including voting behavior.",cannot,1,24,male,bachelor,currently,in paid work,35000,country village,Madhya Pradesh,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,little trust,3,1,7,1.33,"I am 24 and I am a male. I have a bachelor. I am in paid work. My personal income is about 35000. I am a Hindu. I live in a country village in Madhya Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1213,I cannot predict or assume personal actions or political choices,cannot,1,28,female,lower secondary education,currently,in paid work,15000,the suburbs,Madhya Pradesh,Muslim,Others,Left / center left,Congress,NA,1,2,7,0.52,"I am 28 and I am a female. I have a lower secondary education. I am in paid work. My personal income is about 15000. I am a Muslim. I live in a the suburbs in Madhya Pradesh. Ideologically, I am leaning Left / center left. I identify with Congress. I have NA in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1240,"I cannot predict or assume specific actions or decisions,",cannot,1,30,male,primary education,currently,in domestic work,15000,a big city,Rajasthan,Hindu,OBC (Other Backward Classes),Other,Other party,complete trust,3,-8,6,2.45,"I am 30 and I am a male. I have a primary education. I am in domestic work. My personal income is about 15000. I am a Hindu. I live in a a big city in Rajasthan. Ideologically, I am leaning Other. I identify with Other party. I have complete trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1242,"Based on the information provided, it's likely you",NA,1,30,male,no education,never,unemployed and looking for a job,35000,country village,Rajasthan,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,moderate trust,1,-8,7,2.02,"I am 30 and I am a male. I have a no education. I am unemployed and looking for a job. My personal income is about 35000. I am a Hindu. I live in a country village in Rajasthan. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1246,"Based on the information provided, it's likely you",NA,1,26,male,primary education,never,unemployed and looking for a job,8000,country village,Rajasthan,Hindu,OBC (Other Backward Classes),Left / center left,Congress,little trust,3,3,6,2,"I am 26 and I am a male. I have a primary education. I am unemployed and looking for a job. My personal income is about 8000. I am a Hindu. I live in a country village in Rajasthan. Ideologically, I am leaning Left / center left. I identify with Congress. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1247,I cannot predict past actions or personal decisions.,cannot,1,35,male,no education,never,unemployed and looking for a job,35000,country village,Rajasthan,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,little trust,3,2,6,1.38,"I am 35 and I am a male. I have a no education. I am unemployed and looking for a job. My personal income is about 35000. I am a Hindu. I live in a country village in Rajasthan. Ideologically, I am leaning Right / conservative. I identify with BJP. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1250,I cannot predict historical or future events about your personal,cannot,1,30,female,primary education,currently,in domestic work,15000,town,Rajasthan,Hindu,UCH (Upper Caste Hindus),Center / liberal,Third Front,moderate trust,3,2,10,3.09,"I am 30 and I am a female. I have a primary education. I am in domestic work. My personal income is about 15000. I am a Hindu. I live in a town in Rajasthan. Ideologically, I am leaning Center / liberal. I identify with Third Front. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1253,"I cannot predict or assume specific actions or decisions,",cannot,1,25,male,lower secondary education,currently,in paid work,8000,country village,Rajasthan,Hindu,UCH (Upper Caste Hindus),Center / liberal,Third Front,moderate trust,4,5,10,1.18,"I am 25 and I am a male. I have a lower secondary education. I am in paid work. My personal income is about 8000. I am a Hindu. I live in a country village in Rajasthan. Ideologically, I am leaning Center / liberal. I identify with Third Front. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1254,I cannot predict or assume past actions or decisions.,cannot,1,24,female,lower secondary education,currently,Other,8000,town,Rajasthan,Hindu,UCH (Upper Caste Hindus),Center / liberal,Third Front,moderate trust,2,-8,5,0.98,"I am 24 and I am a female. I have a lower secondary education. I am Other. My personal income is about 8000. I am a Hindu. I live in a town in Rajasthan. Ideologically, I am leaning Center / liberal. I identify with Third Front. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1256,I cannot predict personal actions or political preferences.,cannot,1,26,female,upper secondary education,currently,in paid work,8000,country village,Rajasthan,Hindu,UCH (Upper Caste Hindus),Center / liberal,Third Front,moderate trust,2,3,10,0.5,"I am 26 and I am a female. I have a upper secondary education. I am in paid work. My personal income is about 8000. I am a Hindu. I live in a country village in Rajasthan. Ideologically, I am leaning Center / liberal. I identify with Third Front. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1258,I cannot predict or assume personal actions or political choices,cannot,1,77,male,primary education,formerly,permanently sick,-9,country village,Odisha,Hindu,OBC (Other Backward Classes),Center / liberal,Regional Party,moderate trust,1,1,5,1.53,"I am 77 and I am a male. I have a primary education. I am permanently sick. My personal income is about -9. I am a Hindu. I live in a country village in Odisha. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1260,I cannot access or predict past actions or decisions of,cannot,1,34,female,lower secondary education,currently,in paid work,4500,country village,Odisha,Hindu,UCH (Upper Caste Hindus),Center / liberal,Regional Party,no trust,1,1,5,0.5,"I am 34 and I am a female. I have a lower secondary education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a country village in Odisha. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have no trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1265,I cannot predict individual behaviors or actions.,cannot,1,77,male,primary education,formerly,permanently sick,-9,country village,Odisha,Hindu,OBC (Other Backward Classes),Center / liberal,Regional Party,moderate trust,2,1,5,1.53,"I am 77 and I am a male. I have a primary education. I am permanently sick. My personal income is about -9. I am a Hindu. I live in a country village in Odisha. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
