id,completion,matched,check_manually,Age,Sex,Education,Work,EmploymentStatus,Income,Living,State,Religion,ReligiousCaste,PoliticalAffiliation,Vote,trust,V4,V10,Selfplacement,Weight,prompt
1028,I cannot predict your actions or voting preferences.,cannot,1,32,female,no education,currently,in paid work,8000,country village,Uttar Pradesh,Hindu,SC (Scheduled Caste/ Dalits),Center / liberal,Third Front,trust,3,4,7,1.48,"I am 32 and I am a female. I have a no education. I am in paid work. My personal income is about 8000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Center / liberal. I identify with Third Front. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1029,"Yes, likely voted for a Third Front party.",Third Front,0,35,male,lower secondary education,currently,in paid work,4500,country village,Uttar Pradesh,Hindu,OBC (Other Backward Classes),Center / liberal,Third Front,moderate trust,-8,2,5,0.27,"I am 35 and I am a male. I have a lower secondary education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Center / liberal. I identify with Third Front. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1030,I cannot predict personal actions or political choices.,cannot,1,51,male,lower secondary education,currently,in paid work,4500,country village,Uttar Pradesh,Hindu,UCH (Upper Caste Hindus),Center / liberal,Third Front,trust,2,-8,6,0.33,"I am 51 and I am a male. I have a lower secondary education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Center / liberal. I identify with Third Front. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1031,voted for Third Front.,Third Front,0,30,male,no education,never,unemployed and looking for a job,4500,country village,Uttar Pradesh,Hindu,OBC (Other Backward Classes),Center / liberal,Third Front,trust,3,3,5,2,"I am 30 and I am a male. I have a no education. I am unemployed and looking for a job. My personal income is about 4500. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Center / liberal. I identify with Third Front. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1032,I cannot predict your actions or preferences.,cannot,1,33,female,upper secondary education,never,unemployed and looking for a job,4500,country village,Uttar Pradesh,Hindu,OBC (Other Backward Classes),Center / liberal,Third Front,moderate trust,2,3,7,0.37,"I am 33 and I am a female. I have a upper secondary education. I am unemployed and looking for a job. My personal income is about 4500. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Center / liberal. I identify with Third Front. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1033,I voted for Congress.,Congress,0,23,male,upper secondary education,never,unemployed and looking for a job,4500,country village,Uttar Pradesh,Muslim,Shiya,Left / center left,Congress,moderate trust,2,4,6,1,"I am 23 and I am a male. I have a upper secondary education. I am unemployed and looking for a job. My personal income is about 4500. I am a Muslim. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Left / center left. I identify with Congress. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1034,I likely voted for Congress.,Congress,0,23,female,upper secondary education,currently,in paid work,8000,country village,Uttar Pradesh,Hindu,OBC (Other Backward Classes),Left / center left,Congress,trust,4,2,7,0.82,"I am 23 and I am a female. I have a upper secondary education. I am in paid work. My personal income is about 8000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Left / center left. I identify with Congress. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1035,"Yes, BJP.",BJP,0,37,male,lower secondary education,currently,in paid work,8000,country village,Uttar Pradesh,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,trust,4,4,8,0.27,"I am 37 and I am a male. I have a lower secondary education. I am in paid work. My personal income is about 8000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1036,"Yes, BJP.",BJP,0,29,male,lower secondary education,currently,in domestic work,8000,country village,Uttar Pradesh,Hindu,SC (Scheduled Caste/ Dalits),Right / conservative,BJP,trust,2,2,1,0.32,"I am 29 and I am a male. I have a lower secondary education. I am in domestic work. My personal income is about 8000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1037,"Based on your profile, it's likely that you",NA,1,33,male,lower secondary education,currently,in domestic work,8000,country village,Uttar Pradesh,Hindu,SC (Scheduled Caste/ Dalits),Right / conservative,BJP,trust,3,3,4,0.32,"I am 33 and I am a male. I have a lower secondary education. I am in domestic work. My personal income is about 8000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1038,You likely voted for BJP.,BJP,0,38,female,lower secondary education,currently,in domestic work,4500,country village,Uttar Pradesh,Hindu,SC (Scheduled Caste/ Dalits),Right / conservative,BJP,moderate trust,4,-8,5,0.2,"I am 38 and I am a female. I have a lower secondary education. I am in domestic work. My personal income is about 4500. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1039,"Yes, BJP.",BJP,0,51,female,no education,currently,in paid work,4500,country village,Uttar Pradesh,Hindu,SC (Scheduled Caste/ Dalits),Right / conservative,BJP,moderate trust,3,-8,6,0.92,"I am 51 and I am a female. I have a no education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1040,"Yes, BJP.",BJP,0,38,male,no education,currently,in domestic work,8000,country village,Uttar Pradesh,Hindu,SC (Scheduled Caste/ Dalits),Right / conservative,BJP,moderate trust,2,3,1,1.08,"I am 38 and I am a male. I have a no education. I am in domestic work. My personal income is about 8000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1041,"Yes, BJP.",BJP,0,38,male,primary education,currently,in domestic work,4500,country village,Uttar Pradesh,Hindu,SC (Scheduled Caste/ Dalits),Right / conservative,BJP,trust,3,2,5,1.08,"I am 38 and I am a male. I have a primary education. I am in domestic work. My personal income is about 4500. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1042,"Yes, BJP.",BJP,0,28,female,primary education,currently,in domestic work,4500,country village,Uttar Pradesh,Hindu,SC (Scheduled Caste/ Dalits),Right / conservative,BJP,NA,2,-8,6,1.48,"I am 28 and I am a female. I have a primary education. I am in domestic work. My personal income is about 4500. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have NA in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1043,likely voted for BJP.,BJP,0,68,male,no education,currently,in domestic work,4500,country village,Uttar Pradesh,Muslim,Sunni,Right / conservative,BJP,little trust,3,3,5,1.74,"I am 68 and I am a male. I have a no education. I am in domestic work. My personal income is about 4500. I am a Muslim. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1044,"Yes, BJP.",BJP,0,73,female,no education,currently,in paid work,4500,country village,Uttar Pradesh,Hindu,SC (Scheduled Caste/ Dalits),Right / conservative,BJP,moderate trust,2,2,5,1.13,"I am 73 and I am a female. I have a no education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1045,"Yes, BJP.",BJP,0,42,male,lower secondary education,currently,in domestic work,8000,country village,Uttar Pradesh,Hindu,SC (Scheduled Caste/ Dalits),Right / conservative,BJP,moderate trust,3,3,6,0.22,"I am 42 and I am a male. I have a lower secondary education. I am in domestic work. My personal income is about 8000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1046,"Yes, BJP.",BJP,0,38,male,primary education,currently,in domestic work,4500,country village,Uttar Pradesh,Hindu,SC (Scheduled Caste/ Dalits),Right / conservative,BJP,trust,4,3,4,1.08,"I am 38 and I am a male. I have a primary education. I am in domestic work. My personal income is about 4500. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1047,"Yes, BJP.",BJP,0,34,male,no education,currently,in domestic work,4500,country village,Uttar Pradesh,Hindu,SC (Scheduled Caste/ Dalits),Right / conservative,BJP,moderate trust,3,2,6,1.59,"I am 34 and I am a male. I have a no education. I am in domestic work. My personal income is about 4500. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1048,"Yes, BJP.",BJP,0,33,male,primary education,currently,in paid work,4500,country village,Uttar Pradesh,Hindu,UCH (Upper Caste Hindus),Right / conservative,BJP,moderate trust,3,3,4,2.7,"I am 33 and I am a male. I have a primary education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1049,I predict you voted for BJP.,BJP,0,31,female,primary education,currently,in paid work,4500,country village,Uttar Pradesh,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,moderate trust,2,3,6,1.86,"I am 31 and I am a female. I have a primary education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1050,"Yes, BJP.",BJP,0,73,male,primary education,formerly,in domestic work,4500,country village,Uttar Pradesh,Hindu,SC (Scheduled Caste/ Dalits),Right / conservative,BJP,trust,2,2,5,1.21,"I am 73 and I am a male. I have a primary education. I am in domestic work. My personal income is about 4500. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1051,"Yes, BJP.",BJP,0,38,male,primary education,currently,in paid work,15000,country village,Uttar Pradesh,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,moderate trust,2,4,6,1.89,"I am 38 and I am a male. I have a primary education. I am in paid work. My personal income is about 15000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1052,"Yes, likely voted for a Third Front party.",Third Front,0,21,male,primary education,never,in education,4500,country village,Uttar Pradesh,Hindu,OBC (Other Backward Classes),Center / liberal,Third Front,trust,2,3,5,4.37,"I am 21 and I am a male. I have a primary education. I am in education. My personal income is about 4500. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Center / liberal. I identify with Third Front. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1053,I voted for BJP.,BJP,0,39,female,upper secondary education,currently,in paid work,8000,country village,Uttar Pradesh,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,moderate trust,2,5,6,0.25,"I am 39 and I am a female. I have a upper secondary education. I am in paid work. My personal income is about 8000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1054,I predict you voted for a Regional Party.,Regional Party,0,33,male,lower secondary education,currently,in paid work,4500,country village,Uttar Pradesh,Muslim,Sunni,Center / liberal,Regional Party,trust,1,3,5,0.46,"I am 33 and I am a male. I have a lower secondary education. I am in paid work. My personal income is about 4500. I am a Muslim. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1055,I voted for BJP.,BJP,0,24,male,bachelor,never,in education,4500,country village,Uttar Pradesh,Hindu,SC (Scheduled Caste/ Dalits),Right / conservative,BJP,trust,2,2,4,1.05,"I am 24 and I am a male. I have a bachelor. I am in education. My personal income is about 4500. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1056,"Yes, BJP.",BJP,0,35,female,primary education,currently,in paid work,15000,country village,Uttar Pradesh,Hindu,UCH (Upper Caste Hindus),Right / conservative,BJP,moderate trust,3,3,3,2.38,"I am 35 and I am a female. I have a primary education. I am in paid work. My personal income is about 15000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1057,"Yes, likely voted for a Regional Party.",Regional Party,0,24,male,lower secondary education,never,unemployed and looking for a job,4500,country village,Uttar Pradesh,Muslim,Sunni,Center / liberal,Regional Party,moderate trust,3,3,5,1,"I am 24 and I am a male. I have a lower secondary education. I am unemployed and looking for a job. My personal income is about 4500. I am a Muslim. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1058,I cannot confirm if you voted or which party you,cannot,1,27,male,lower secondary education,currently,in paid work,8000,country village,Uttar Pradesh,Muslim,Sunni,Center / liberal,Regional Party,moderate trust,3,2,4,0.46,"I am 27 and I am a male. I have a lower secondary education. I am in paid work. My personal income is about 8000. I am a Muslim. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1059,I likely voted for BJP.,BJP,0,35,female,lower secondary education,currently,in paid work,4500,country village,Uttar Pradesh,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,trust,2,4,7,0.25,"I am 35 and I am a female. I have a lower secondary education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1060,voted for a Regional Party.,Regional Party,0,39,female,primary education,currently,in paid work,4500,country village,Uttar Pradesh,Hindu,OBC (Other Backward Classes),Center / liberal,Regional Party,trust,1,3,6,1.27,"I am 39 and I am a female. I have a primary education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1061,"Yes, BJP.",BJP,0,68,male,no education,formerly,in domestic work,-9,country village,Uttar Pradesh,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,moderate trust,1,5,7,1.53,"I am 68 and I am a male. I have a no education. I am in domestic work. My personal income is about -9. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1062,"Yes, BJP.",BJP,0,45,female,lower secondary education,currently,in paid work,15000,country village,Uttar Pradesh,Hindu,UCH (Upper Caste Hindus),Right / conservative,BJP,trust,1,5,7,0.43,"I am 45 and I am a female. I have a lower secondary education. I am in paid work. My personal income is about 15000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1063,I likely voted for Congress.,Congress,0,27,female,bachelor,currently,in paid work,8000,country village,Uttar Pradesh,Muslim,Sunni,Left / center left,Congress,trust,1,5,6,0.64,"I am 27 and I am a female. I have a bachelor. I am in paid work. My personal income is about 8000. I am a Muslim. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Left / center left. I identify with Congress. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1064,I likely voted for BJP.,BJP,0,27,female,bachelor,never,unemployed and looking for a job,4500,country village,Uttar Pradesh,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,trust,1,4,6,0.56,"I am 27 and I am a female. I have a bachelor. I am unemployed and looking for a job. My personal income is about 4500. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1065,I predict you voted for the BJP.,BJP,0,28,male,bachelor,currently,in paid work,4500,country village,Uttar Pradesh,Hindu,UCH (Upper Caste Hindus),Right / conservative,BJP,trust,3,3,6,0.81,"I am 28 and I am a male. I have a bachelor. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1066,I voted for BJP.,BJP,0,20,female,primary education,never,in domestic work,15000,country village,Uttar Pradesh,Hindu,SC (Scheduled Caste/ Dalits),Right / conservative,BJP,trust,1,5,6,4.49,"I am 20 and I am a female. I have a primary education. I am in domestic work. My personal income is about 15000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1067,"Based on your description, it's likely that you",NA,1,39,male,upper secondary education,currently,in paid work,35000,country village,Uttar Pradesh,Hindu,UCH (Upper Caste Hindus),Center / liberal,Third Front,complete trust,1,5,6,0.37,"I am 39 and I am a male. I have a upper secondary education. I am in paid work. My personal income is about 35000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Center / liberal. I identify with Third Front. I have complete trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1068,I cannot predict or infer past actions or personal decisions,cannot,1,47,female,bachelor,currently,in paid work,35000,country village,Uttar Pradesh,Hindu,OBC (Other Backward Classes),Center / liberal,Third Front,moderate trust,1,5,7,0.35,"I am 47 and I am a female. I have a bachelor. I am in paid work. My personal income is about 35000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Center / liberal. I identify with Third Front. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1069,I cannot predict or assume specific actions or decisions.,cannot,1,50,male,lower secondary education,currently,in paid work,35000,country village,Uttar Pradesh,Hindu,SC (Scheduled Caste/ Dalits),Center / liberal,Third Front,moderate trust,4,5,6,0.2,"I am 50 and I am a male. I have a lower secondary education. I am in paid work. My personal income is about 35000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Center / liberal. I identify with Third Front. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1070,"Yes, BJP.",BJP,0,24,male,lower secondary education,currently,in paid work,15000,country village,Uttar Pradesh,Hindu,UCH (Upper Caste Hindus),Right / conservative,BJP,trust,1,3,8,1.64,"I am 24 and I am a male. I have a lower secondary education. I am in paid work. My personal income is about 15000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1071,You likely voted for BJP.,BJP,0,30,female,lower secondary education,never,in domestic work,15000,country village,Uttar Pradesh,Muslim,Shiya,Right / conservative,BJP,moderate trust,1,5,5,0.59,"I am 30 and I am a female. I have a lower secondary education. I am in domestic work. My personal income is about 15000. I am a Muslim. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1072,"Yes, BJP.",BJP,0,29,male,primary education,currently,in paid work,8000,country village,Uttar Pradesh,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,moderate trust,1,1,8,2,"I am 29 and I am a male. I have a primary education. I am in paid work. My personal income is about 8000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1073,voted for BJP.,BJP,0,34,male,bachelor,currently,in paid work,4500,country village,Uttar Pradesh,Hindu,UCH (Upper Caste Hindus),Right / conservative,BJP,trust,2,3,5,0.81,"I am 34 and I am a male. I have a bachelor. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1074,"Yes, BJP.",BJP,0,30,female,primary education,never,in domestic work,8000,country village,Uttar Pradesh,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,trust,1,3,5,1.86,"I am 30 and I am a female. I have a primary education. I am in domestic work. My personal income is about 8000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1075,"Based on the information, it is likely you voted",NA,1,30,male,primary education,currently,in paid work,35000,country village,Uttar Pradesh,Hindu,SC (Scheduled Caste/ Dalits),Right / conservative,BJP,trust,1,5,7,1.61,"I am 30 and I am a male. I have a primary education. I am in paid work. My personal income is about 35000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1076,I predict you voted for BJP.,BJP,0,28,male,lower secondary education,currently,in paid work,15000,country village,Uttar Pradesh,Hindu,UCH (Upper Caste Hindus),Right / conservative,BJP,moderate trust,1,3,8,0.75,"I am 28 and I am a male. I have a lower secondary education. I am in paid work. My personal income is about 15000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
